fevax@fevax-cocina:/mnt/Android/logcats/dream2lte$ adb shell cat /proc/last_kmsg
08378]  [2:  Binder:3390_2: 4636] [@][0][GP9] sensor fcount: 13, fcount: 13
<6>[   92.012594]  [0:irq/286-muic-ir: 1196] usb: [M] manager_handle_muic_notification: attach:1, cable_type:1
<6>[   92.012607]  [0:irq/286-muic-ir: 1196] usb: [M] manager_handle_muic_notification: USB(1) Attached, CCIC: Attached 
<6>[   92.012622]  [0:irq/286-muic-ir: 1196] usb: [M] manager_notifier_notify: src:MUIC dest:BATTERY id:ID_ATTACH sub1:01 sub2:00 sub3:01
<6>[   92.012638]  [0:irq/286-muic-ir: 1196] [SX9320]: sx9320_ccic_handle_notification - drp = 0 attat = 1
<6>[   92.012905]  [0:irq/286-muic-ir: 1196] sec-battery battery: usb_typec_handle_notification: action (1) dump(0x4, 0x2, 0x01, 0x0001, 0x0000, 0x0001)
<6>[   92.012919]  [0:irq/286-muic-ir: 1196] [sec_bat_cable_check]ATTACHED(1)
<6>[   92.012933]  [0:irq/286-muic-ir: 1196] sec_bat_change_default_current: cable_type: 4 input: 500 output: 500
<6>[   92.012943]  [0:irq/286-muic-ir: 1196] sec_bat_set_rp_current:(1)
<6>[   92.012958]  [0:irq/286-muic-ir: 1196] sec_bat_set_misc_event: clear misc event(now=0x0, value=0x1)
<6>[   92.012969]  [0:irq/286-muic-ir: 1196] sec_bat_set_misc_event: clear misc event(now=0x0, value=0x4)
<6>[   92.013009]  [0:irq/286-muic-ir: 1196] sec-battery battery: usb_typec_handle_notification: CMD[ATTACH], CABLE_TYPE[4]
<6>[   92.013022]  [0:irq/286-muic-ir: 1196] usb: [M] manager_notifier_notify: notify done(0x0)
<6>[   92.013034]  [0:irq/286-muic-ir: 1196] [SSP] exynos_cpuidle_muic_notifier: dev=66034, action=1
<6>[   92.013046]  [0:irq/286-muic-ir: 1196] exynos_cpuidle_muic_notifier: dev=1, action=1
<6>[   92.013058]  [0:irq/286-muic-ir: 1196] muic_handle_dock_notification: ignore(1)
<6>[   92.013068]  [0:irq/286-muic-ir: 1196] muic_notifier_notify: notify done(0x0)
<6>[   92.013080]  [0:irq/286-muic-ir: 1196] hv_update_status:muic-hv mdev 0->1
<6>[   92.013125]  [1:  kworker/u16:5:  631] sec-battery battery: sec_bat_cable_work: Start
<6>[   92.013139]  [1:  kworker/u16:5:  631] sec_bat_set_current_event: current event before(0x0), after(0x4)
<6>[   92.013151]  [1:  kworker/u16:5:  631] sec_bat_cable_work: MFC LDO ON
<3>[   92.013314] I[0:      swapper/0:    0] exynos5-hsi2c 10940000.hsi2c: HSI2C Error Interrupt occurred(IS:0x00000401, TR:0x000200e2)
<3>[   92.013441]  [1:  kworker/u16:5:  631] exynos5-hsi2c 10940000.hsi2c: ack was not received at write
<3>[   92.013680]  [1:  kworker/u16:5:  631] mfc_reg_read: i2c read error, reg: 0x20, ret: -6 (called by mfc_chg_set_property)
<6>[   92.013693]  [1:  kworker/u16:5:  631] mfc_chg_set_property: MFC LDO (1), vout (0)
<6>[   92.013704]  [1:  kworker/u16:5:  631] mfc_set_cmd_l_reg 
<3>[   92.013826] I[0:      swapper/0:    0] exynos5-hsi2c 10940000.hsi2c: HSI2C Error Interrupt occurred(IS:0x00000401, TR:0x000200d2)
<3>[   92.013949]  [1:  kworker/u16:5:  631] exynos5-hsi2c 10940000.hsi2c: ack was not received at write
<3>[   92.014146]  [1:  kworker/u16:5:  631] mfc_reg_read: i2c read error, reg: 0x4e, ret: -6 (called by mfc_reg_update)
<3>[   92.014268] I[0: wpa_supplicant: 4477] exynos5-hsi2c 10940000.hsi2c: HSI2C Error Interrupt occurred(IS:0x00000400, TR:0x000200e2)
<3>[   92.014398]  [1:  kworker/u16:5:  631] exynos5-hsi2c 10940000.hsi2c: ack was not received at write
<3>[   92.014600]  [1:  kworker/u16:5:  631] mfc_reg_read: i2c read error, reg: 0x4e, ret: -6 (called by mfc_reg_update)
<6>[   92.014613]  [1:  kworker/u16:5:  631] mfc_chg_set_property: MFC LDO toggle
<3>[   92.020424] I[0:      swapper/0:    0] exynos5-hsi2c 10940000.hsi2c: HSI2C Error Interrupt occurred(IS:0x00000401, TR:0x00020012)
<3>[   92.020566]  [1:  kworker/u16:5:  631] exynos5-hsi2c 10940000.hsi2c: ack was not received at write
<3>[   92.020809]  [1:  kworker/u16:5:  631] mfc_reg_read: i2c read error, reg: 0x20, ret: -6 (called by mfc_chg_set_property)
<6>[   92.020821]  [1:  kworker/u16:5:  631] mfc_chg_set_property: MFC LDO STAT(0)
<6>[   92.020844]  [1:  kworker/u16:5:  631] max77865_chg_set_property: float voltage(43500)
<6>[   92.021993]  [1:  kworker/u16:5:  631] max77865_set_float_voltage: battery cv voltage 0x98
<6>[   92.022007]  [1:  kworker/u16:5:  631] sec_bat_cable_work: float voltage = 43500
<6>[   92.022026]  [1:  kworker/u16:5:  631] sec_bat_set_current_event: current event before(0x4), after(0x4)
<6>[   92.022908]  [1:  kworker/u16:5:  631] max77865_set_buck : CHG_CNFG_00(0x14)
<6>[   92.023704]  [1:  kworker/u16:5:  631] max77865_set_charger_state : CHG_CNFG_00(0x15), CHG_CNFG_12(0x73)
<6>[   92.024272]  [1:  kworker/u16:5:  631] max77865_change_charge_path : CHG_CNFG_12(0x73)
<6>[   92.024443]  [1:  kworker/u16:5:  631] sec_bat_check_input_voltage: battery->input_voltage : 5V, 2500mW, 2500mW)
<6>[   92.024458]  [1:  kworker/u16:5:  631] sec_bat_get_charging_current_by_siop: incurr(500), chgcurr(500)
<6>[   92.024478]  [1:  kworker/u16:5:  631] sec-battery battery: sec_bat_cable_work: Status:Charging, Sleep:No, Charging:Yes, Short Poll:Yes
<6>[   92.024492]  [1:  kworker/u16:5:  631] sec-battery battery: sec_bat_cable_work: Polling time is reset to 30 sec.
<6>[   92.024521]  [1:  kworker/u16:5:  631] sec-battery battery: sec_bat_cable_work: End
<7>[   92.025063]  [1:  kworker/u16:5:  631] max77865_fg_read_current: current=0
<7>[   92.025430]  [1:  kworker/u16:5:  631] max77865_fg_read_avg_current: avg_current=67
<7>[   92.028931]  [1:  kworker/u16:5:  631] max77865_fg_write_temp: temperature to (370, 0x2500)
<7>[   92.029270]  [1:  kworker/u16:5:  631] max77865_fg_check_qrtable: QRTABLE20_REG(0x1780), QRTABLE30_REG(0x1400)
<7>[   92.030007]  [1:  kworker/u16:5:  631] max77865_fg_read_avg_current: avg_current=67
<7>[   92.030021]  [1:  kworker/u16:5:  631] max77865_get_fuelgauge_soc: soc(925)
<6>[   92.030043]  [1:  kworker/u16:5:  631] sec_bat_get_property cable type = 4 sleep_mode = 0
<6>[   92.030358]  [1:  kworker/u16:5:  631] max77865_fg_get_scaled_capacity : current_standard(1000)
<6>[   92.030374]  [1:  kworker/u16:5:  631] max77865_fg_get_scaled_capacity : CABLE TYPE(4) INPUT CURRENT(500) CHARGING MODE(CC Mode)capacity_max (989) scaled capacity(93.5), raw_soc(92.5)
<7>[   92.030387]  [1:  kworker/u16:5:  631] max77865_fg_get_atomic_capacity : NOW(93), OLD(93)
<6>[   92.030408]  [1:  kworker/u16:5:  631] sec-battery battery: sec_bat_get_battery_info:Vnow(4228mV),Inow(0mA),Imax(500mA),Ichg(500mA),SOC(93%),Tbat(370), Tusb(355), Tchg(398),Twpc(370)
<6>[   92.030731]  [1:  kworker/u16:5:  631] sec-battery battery: sec_bat_cisd_check: [CISD] iavg: 67, incur: 500, chgcur: 500,
<6>[   92.030731]  [1:  kworker/u16:5:  631] cc_T: 0, lcd_off_T: 0, passed_T: 0, full_T: 0, chg_end_T: 0, cisd: 0x0
<6>[   92.030752]  [1:  kworker/u16:5:  631] sec-battery battery: sec_bat_cisd_check: cisd - clear EFG
<6>[   92.030770]  [1:  kworker/u16:5:  631] sec-battery battery: sec_bat_cisd_check: [CISD] iavg: 67, incur: 500, chgcur: 500,
<6>[   92.030770]  [1:  kworker/u16:5:  631] cc_T: 0, lcd_off_T: 0, passed_T: 0, full_T: 0, chg_end_T: 0, recnt: 0, cisd: 0x0
<6>[   92.030966]  [1:  kworker/u16:5:  631] cisd - stt:0, cp:3475/0, cpmm:3288/3472/3513, dcpt:0, ovc:0, rct:2147483647
<6>[   92.030982]  [1:  kworker/u16:5:  631] cisd_debug: 4, 3513, 3288, 3509, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2147483647, 0, 6
<7>[   92.030997]  [1:  kworker/u16:5:  631] calc_ttf: cc_time: 907
<7>[   92.031010]  [1:  kworker/u16:5:  631] calc_ttf: cap: 3500, soc:  935, T:   1371, avg:   67, cv soc:  971, i:   66, val: 500
<6>[   92.031025]  [1:  kworker/u16:5:  631] sec-battery battery: sec_bat_calc_time_to_full: T:  1431 sec, passed time:     0, current: 500
<6>[   92.031431]  [1:  kworker/u16:5:  631] max77865_get_charging_health: reg_data(0x3)
<6>[   92.031594]  [2:  kworker/u16:5:  631] max77865_get_vbus_state: VBUS is valid. CHGIN < CHGIN_OVLO
<6>[   92.032006]  [2:  kworker/u16:5:  631] max77865_get_charging_health: vbus_state : 0x3, chg_dtls : 0x1
<6>[   92.034965]  [2:  kworker/u16:5:  631] max77865 : [0xb1]0x5a, [0xb2]0xdf, [0xb3]0xe0, [0xb4]0x31, [0xb5]0x00, [0xb6]0xff, [0xb7]0x15, [0xb8]0x38, [0xb9]0xca, [0xba]0x1c, [0xbb]0x98, [0xbc]0x1c, [0xbd]0x6c, [0xbe]0x34, [0xbf]0xff, [0xc0]0x14, [0xc1]0x10, [0xc2]0x00, [0xc3]0x73, 
<6>[   92.034999]  [2:  kworker/u16:5:  631] sec-battery battery: sec_bat_temperature: HLT(800) HLR(750) HT(500), HR(450), LT(0), LR(50)
<6>[   92.035013]  [2:  kworker/u16:5:  631] sec_bat_swelling_check: swelling highblock(410), highrecov(390)
<7>[   92.035185]  [2:  kworker/u16:5:  631] max77865_get_float_voltage: battery cv reg : 0x18, float voltage val : 43500
<6>[   92.035199]  [2:  kworker/u16:5:  631] sec_bat_swelling_check: status(1), swell_mode(0:0:0), cv(43500)mV, temp(370)
<6>[   92.035215]  [2:  kworker/u16:5:  631] sec-battery battery: sec_bat_fullcharged_check: Charging Mode : Normal
<6>[   92.035228]  [2:  kworker/u16:5:  631] sec_bat_set_current_event: current event before(0x4), after(0x0)
<6>[   92.035243]  [2:  kworker/u16:5:  631] sec_bat_get_charging_current_by_siop: incurr(500), chgcurr(500)
<6>[   92.035260]  [2:  kworker/u16:5:  631] sec-battery battery: sec_bat_monitor_work: HLT(800) HLR(750) HT(500), HR(450), LT(0), LR(50), lpcharge(0)
<6>[   92.035279]  [2:  kworker/u16:5:  631] sec-battery battery: sec_bat_monitor_work: Status(Charging), mode(Normal), Health(Good), Cable(USB, USB, 1, 0), level(30%), slate_mode(0), store_mode(0), HV(NONE), sleep_mode(0), Cycle(0)
<6>[   92.035311]  [2:  kworker/u16:5:  631] sec-battery battery: sec_bat_set_polling: Status:Charging, Sleep:No, Charging:Yes, Short Poll:Yes
<6>[   92.035377]  [2:    kworker/2:2: 5987] sec_bat_get_property cable type = 4 sleep_mode = 0
<6>[   92.035696]  [2:  kworker/u16:5:  631] sec-battery battery: sec_bat_set_polling: Polling time 10/30 sec.
<6>[   92.037893]  [0:        healthd: 3347] sec_bat_get_property cable type = 4 sleep_mode = 0
<7>[   92.040299] I[0:        healthd: 3347] usb: GET_DES
<6>[   92.040494]  [0:    kworker/0:2: 4775] android_work: sent uevent USB_STATE=CONNECTED
<6>[   92.040664]  [0:        healthd: 3347] sec_bat_store_attrs: Wire Count : 6
<14>[   92.040957]  [0:        healthd: 3347] healthd: update cisd_data 4, 3513, 3288, 3509, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2147483647, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 370, 209, 544, 207, 370, 209, 1, 0, 0, 0, 0, 0, 0, 6
<7>[   92.044018] I[0:      swapper/0:    0] usb: dwc3_gadget_interrupt RESET 
<7>[   92.044051] I[0:      swapper/0:    0] usb: android_disconnect con(0), sw(1)
<7>[   92.044063] I[0:      swapper/0:    0] usb: android_disconnect schedule_work con(0) sw(1)
<6>[   92.044165]  [0:    kworker/0:2: 4775] sec_bat_set_property: usb configured 100
<6>[   92.044182]  [0:    kworker/0:2: 4775] sec_bat_set_current_event: current event before(0x0), after(0x0)
<6>[   92.044197]  [0:    kworker/0:2: 4775] sec_bat_get_charging_current_by_siop: incurr(500), chgcurr(500)
<12>[   92.044489]  [3:        healthd: 3347] healthd: battery l=93 v=4228 t=37.0 h=2 st=2 c=0 o=4 ca=67 ct=1 ps=0 hv=0 sec=0 sec=0 chg=u
<14>[   92.044526]  [3:        healthd: 3347] BatteryPropertiesRegistrar: notifyListeners : start
<14>[   92.044548]  [3:        healthd: 3347] IBatteryPropertiesListener : batteryPropertiesChanged!
<14>[   92.044548]  [3:        healthd: 3347] : BatteryPropertiesRegistrar: notifyListeners : done
<6>[   92.045638]  [2:  Binder:3847_3: 4098] !@BatteryListener : batteryPropertiesChanged!
<6>[   92.045944]  [0:    kworker/0:2: 4775] android_work: sent uevent USB_STATE=DISCONNECTED
<7>[   92.051499] I[0:ndroid.systemui: 4293] usb: dwc3_gadget_conndone_interrupt speed:HS
<6>[   92.057918]  [3:         argosd: 3373] argos_pm_qos_notify: name:UFS, speed:19Mbps, prev level:0, request level:-1
<6>[   92.060305]  [3:         argosd: 3373] argos_freq_unlock name:UFS
<3>[   92.083812]  [2:     hci_thread: 4612] [BT] set_wake_locked value = 1
<6>[   92.090476] I[3:   jbd2/sda24-8: 3114] mif: LNK-TX(11): f8 eb 0b 00 07 00 44 00 0a 50 02
<6>[   92.092223] I[0:    ksoftirqd/0:    3] mif: LNK-RX(47): f8 eb 2f 00 2b 00 67 44 0a 50 02 3f 09 00 00 f5 ...
<7>[   92.098158]  [2: Binder:3847_16: 5736] [VIB] off
<6>[   92.099702]  [1: Binder:3847_16: 5736] [VIB] haptic_enable [haptic_engine] freq:2000, intensity:4000, time:30 overdrive: 0
<6>[   92.099722]  [1: Binder:3847_16: 5736] [SSP] getMotorCallback : called 
<6>[   92.099746]  [1: Binder:3847_16: 5736] [SSP] ssp_motor_callback : Motor state 1
<6>[   92.102359]  [3:  kworker/u16:3:   58] [SSP] send_motor_state - En : 1
<6>[   92.102379]  [3:  kworker/u16:3:   58] [SSP] ssp_motor_work_func : Motor state 1, iRet 1
<6>[   92.110833]  [2:batterystats-sy: 3950] !@ mLastInfo WifiActivityEnergyInfo{ timestamp=88726 mStackState=3 mControllerTxTimeMs=318 mControllerTxTimePerLevelMs=[] mControllerRxTimeMs=1473 mControllerIdleTimeMs=34378 mControllerEnergyUsed=771814 }
<6>[   92.110960]  [2:batterystats-sy: 3950] !@ latest WifiActivityEnergyInfo{ timestamp=92070 mStackState=3 mControllerTxTimeMs=318 mControllerTxTimePerLevelMs=[] mControllerRxTimeMs=1561 mControllerIdleTimeMs=35513 mControllerEnergyUsed=796492 }
<6>[   92.111016]  [2:batterystats-sy: 3950] !@ delta timePeriodMs : 3344 txTimeMs : 0 rxTimeMs :88 idleTimeMs : 1135
<6>[   92.112226]  [2:batterystats-sy: 3950] !@ currentWifiRunningTimeMs : 102 totalTimeMs : 1223 totalWifiRunningTimeMs :1325 batteryRealtime :3435000
<6>[   92.114803]  [2:  kworker/u17:2: 3536] [SSP]: MSG From MCU - Motor = 1
<6>[   92.122623]  [3:SSRM Handler Th: 6046] sec-battery battery: sec_bat_store_attrs: siop level: 30
<6>[   92.122644]  [3:SSRM Handler Th: 6046] sec-battery battery: sec_bat_store_attrs: skip same siop level: 30
<7>[   92.127158]  [0:BarTender Handl: 4041] max77865_fg_read_rawsoc: raw capacity (0.01%) (9257)
<6>[   92.130080] I[1:InputDispatcher: 4067] [VIB] haptic_timer_func
<6>[   92.131146]  [3:max77865_haptic: 1828] [SSP] ssp_motor_callback : Motor state 0
<7>[   92.131166]  [3:max77865_haptic: 1828] [VIB] off
<6>[   92.132303]  [1:  kworker/u16:3:   58] [SSP] send_motor_state - En : 0
<7>[   92.132315] I[0:           lmkd: 3351] usb: GET_DES
<6>[   92.132332]  [1:  kworker/u16:3:   58] [SSP] ssp_motor_work_func : Motor state 0, iRet 0
<7>[   92.132836] I[0:           netd: 3925] usb: set_config_number single config num=0
<7>[   92.132856] I[0:           netd: 3925] usb: config_buf f->adb
<7>[   92.132867] I[0:           netd: 3925] usb: config_buf f->mtp
<7>[   92.132877] I[0:           netd: 3925] usb: config_buf f->acm
<7>[   92.132887] I[0:           netd: 3925] usb: set_interface_count next_interface_id=4
<7>[   92.133063] I[0:        ueventd: 2114] usb: set_config_number single config num=0
<7>[   92.133080] I[0:        ueventd: 2114] usb: config_buf f->adb
<7>[   92.133091] I[0:        ueventd: 2114] usb: config_buf f->mtp
<7>[   92.133101] I[0:        ueventd: 2114] usb: config_buf f->acm
<7>[   92.133110] I[0:        ueventd: 2114] usb: set_interface_count next_interface_id=4
<6>[   92.133635]  [0:    kworker/0:2: 4775] android_work: sent uevent USB_STATE=CONNECTED
<6>[   92.134008] I[0:ndroid.systemui: 4293] configfs-gadget gadget: high-speed config #1: c
<7>[   92.134028] I[0:ndroid.systemui: 4293] usb: set_config e adb[0]
<7>[   92.134063] I[0:ndroid.systemui: 4293] usb: set_config e mtp[1]
<7>[   92.134091] I[0:ndroid.systemui: 4293] usb: set_config e acm[2]
<7>[   92.134106] I[0:ndroid.systemui: 4293] usb: set_config e acm[3]
<7>[   92.134180] I[0:ndroid.systemui: 4293] usb: SET_CON
<7>[   92.134191] I[0:ndroid.systemui: 4293] usb: set_config_number single config num=0
<6>[   92.134350]  [0:    kworker/0:2: 4775] sec_bat_set_property: usb configured 500
<6>[   92.134380]  [0:    kworker/0:2: 4775] sec_bat_set_misc_event: clear misc event(now=0x0, value=0x4)
<6>[   92.134391]  [0:    kworker/0:2: 4775] sec_bat_set_current_event: current event before(0x0), after(0x0)
<6>[   92.134402]  [0:    kworker/0:2: 4775] sec_bat_change_default_current: cable_type: 4 input: 500 output: 500
<6>[   92.134415]  [0:    kworker/0:2: 4775] sec_bat_get_charging_current_by_siop: incurr(500), chgcurr(500)
<6>[   92.134928]  [0:    kworker/0:2: 4775] android_work: sent uevent USB_STATE=CONFIGURED
<6>[   92.146900]  [0:sensorhubservic: 3370] [SSP]: ssp_sensorhub_write - -76, 13, -42, 0 (4)
<6>[   92.146951]  [0:sensorhubservic: 3370] [SSP]: ssp_send_cmd - command 0xd6 0
<6>[   92.149097]  [3:  kworker/u17:2: 3536] [SSP]: MSG From MCU - Motor = 0
<7>[   92.149290]  [3:  system_server: 3847] [VIB] off
<6>[   92.162943] I[3:      swapper/3:    0] mif: LNK-TX(15): f8 eb 0f 00 0b 00 45 00 0a 10 05 00 04 00 00
<6>[   92.178188] I[1:  Binder:3847_E: 5044] mif: LNK-TX(15): f8 ec 0f 00 0b 00 33 00 0a 10 05 00 04 00 00
<6>[   92.273961]  [1:MediaScannerSer:10425] !@start scanning 1 directories requested by com.sec.android.easyMover
<6>[   92.369309]  [3:  kworker/u16:3:   58] binder: undelivered transaction 158779
<6>[   92.369453]  [3:  kworker/u16:3:   58] binder: undelivered transaction 158760
<6>[   92.388424] I[0: Binder:3847_13: 5729] [BT] update_host_wake_locked host_wake is deasserted. release wakelock in 1s
<7>[   92.590156]  [4:.MtpApplication:10341] mtp: [guid_show]	line = [535]
<6>[   92.671010]  [0:MediaScannerSer:10425] !@done scanning directories
<6>[   92.671216]  [0:MediaScannerSer:10425] binder: 5027:10425 transaction failed 29189, size 152-0
<6>[   92.789588]  [3:  kworker/u16:1:   49] max77865_chgin_isr_work: irq(208), chgin(0x3), chg_dtls(0x1) prev 0x3
<6>[   92.826070] I[0:  Binder:3847_A: 4499] mif: LNK-RX(23): f8 eb 17 00 13 00 68 00 07 06 03 54 0e 63 63 00 ...
<6>[   92.924668]  [3:         smdexe: 3389] muic_get_current_legacy_dev: mdev:0 legacy_dev:1
<6>[   92.926806] I[3:      swapper/3:    0] mif: LNK-TX(13): f8 eb 0d 00 09 00 46 00 0d 0f 01 04 01
<6>[   92.927948] I[0:  Binder:5027_1: 5041] mif: LNK-RX(16): f8 eb 10 00 0c 00 69 46 80 01 02 0d 0f 01 00 80
<6>[   92.927990] I[0:  Binder:5027_1: 5041] mif: LNK-RX(13): f8 eb 0d 00 09 00 6a 00 0d 0f 03 06 01
<7>[   92.994534]  [4:      Thread-11:10487] [mtpg_open]	line = [612]
<7>[   92.994600]  [4:      Thread-11:10487] [mtpg_ioctl]SET_MTP_USER_PID;pid=10341	line=[1098]
<7>[   93.005951]  [1:.MtpApplication:10341] mtp: [guid_show]	line = [535]
<3>[   93.083870] I[2:  Binder:3847_4: 4145] [BT] set_wake_locked value = 0
<7>[   93.093086]  [7:SSRM Handler Th: 6046] max77865_fg_read_avg_current: avg_current=62187
<6>[   93.094348]  [7:SSRM Handler Th: 6046] sec-battery battery: sec_bat_store_attrs: siop level: 50
<6>[   93.094389]  [5:  kworker/u16:1:   49] sec_bat_siop_work : set current by siop level(50)
<6>[   93.094399]  [5:  kworker/u16:1:   49] sec_bat_get_charging_current_by_siop: incurr(500), chgcurr(500)
<6>[   93.107277]  [7:SSRM Handler Th: 6046] copr_get_average copr 106 avg 162, brt 8485 avg 84 (sum 1387046 72614630, 8.558 sec) total avg 111 8435 (9879024 749677501, 88.872 sec)
<6>[   93.151974]  [0:    kworker/0:2: 4775] thermal thermal_zone0: [TMU] last_temperature=51000, current_temperature=51000
<6>[   93.203063]  [5:  kworker/u16:1:   49] binder: undelivered transaction 161407
<6>[   93.203187]  [5:  kworker/u16:1:   49] binder: undelivered transaction 161404
<6>[   93.275814]  [0:tspStateManager:10550] [sec_input] sec_cmd_store: push cmd: set_grip_data,1,60,10,32,768
<6>[   93.275928]  [0:tspStateManager:10550] [sec_input] sec_cmd_store_function: cmd = set_grip_data param = 1 60 10 32 768
<6>[   93.275956]  [0:tspStateManager:10550] fts_touch 5-0049: [sec_input] fts_set_grip_data_to_ic: flag: 06 (clr,lan,nor,edg,han)
<6>[   93.277680]  [0:tspStateManager:10550] fts_touch 5-0049: [sec_input] fts_set_grip_data_to_ic: 0x31 00,3C
<6>[   93.277948]  [7:tspStateManager:10550] fts_touch 5-0049: [sec_input] fts_set_grip_data_to_ic: 0x32 0A,20,03,00
<6>[   93.734676]  [3:  kworker/u17:3: 4983] [SSP]: MSG From MCU - AR-86,-207,4119,-1,20 ldo_toggle :0
<6>[   93.812202]  [1:    kworker/1:2: 7387] thermal thermal_zone0: [TMU] last_temperature=55000, current_temperature=56000
<6>[   93.906986]  [3:    kworker/3:2: 5844] Trustonic TEE: e01|WV_TL_2.0_2017.06.08
<6>[   94.021985]  [3:    kworker/3:2: 5844] Trustonic TEE: e01|WV_TL_2.0_2017.06.08
<6>[   94.064369]  [3:         argosd: 3373] argos_pm_qos_notify: name:UFS, speed:131Mbps, prev level:-1, request level:0
<6>[   94.064494]  [3:         argosd: 3373] argos_freq_lock name:UFS, CPU_MIN=0, CPU_MAX=0, KFC_MIN=1456000, KFC_MAX=0, MIF=1352000, INT=0
<6>[   94.254193]  [0:    kworker/0:2: 4775] thermal thermal_zone1: [TMU] last_temperature=56000, current_temperature=56000
<6>[   94.371729]  [0:    kworker/0:2: 4775] thermal thermal_zone0: [TMU] last_temperature=55000, current_temperature=55000
<6>[   94.512206]  [1:    kworker/1:2: 7387] thermal thermal_zone0: [TMU] last_temperature=55000, current_temperature=55000
<6>[   94.829534]  [5:MediaScannerSer:10742] !@start scanning 1 directories requested by com.sec.android.easyMover
<3>[   94.841899]  [6: PackageManager: 3984] binder: 10482: binder_alloc_buf, no vma
<6>[   94.841929]  [6: PackageManager: 3984] binder: 3847:3984 transaction failed 29201, size 208-0
<6>[   94.851802]  [3:  kworker/u16:1:   49] binder: undelivered transaction 169136
<6>[   94.851821]  [3:  kworker/u16:1:   49] binder: undelivered transaction 169183
<6>[   94.851831]  [3:  kworker/u16:1:   49] binder: undelivered transaction 169231
<6>[   94.855432]  [6: PackageManager: 3984] binder: 3847:3984 transaction failed 29189, size 240-0
<6>[   94.925350]  [3:         smdexe: 3389] muic_get_current_legacy_dev: mdev:0 legacy_dev:1
<6>[   94.934192]  [2:  kworker/u17:3: 4983] [SSP]: MSG From MCU - PD: BaroDisabled
<6>[   95.014342]  [3:  kworker/u17:3: 4983] [SSP]: MSG From MCU - SSP AR Processing : 0
<6>[   95.024307]  [3:  kworker/u16:1:   49] sec-battery battery: sec_bat_check_slowcharging_work: 
<6>[   95.064377]  [0:    kworker/0:2: 4775] thermal thermal_zone0: [TMU] last_temperature=54000, current_temperature=54000
